1 Route Nationale (La Queue-les-Yvelines)
10 Arpents (Bouffémont)
11 Novembre (Brétigny-sur-Orge)
11 Novembre (Sevran)
11 Novembre (Meudon)
11 Novembre (Rosny-sous-Bois) (Villemomble)
11 Novembre (Neuilly-sur-Marne)
11 Novembre 1918 (Meaux)
11 Novembre 1918 (Maisons-Alfort)
11 Novembre 1918 (Noisy-le-Sec)
11 Novembre 1918 (Champigny-sur-Marne)
11-14 Avenue Albert Einstein (Le Blanc-Mesnil)
12 Arpents (Gazeran)
12 Février 1934 (Montrouge) (Malakoff)
123 Rue de la Belle Etoile (Roissy-en-France)
14 Juillet (Vaux-le-Pénil)
14 Juillet / Parc des Douves (Mitry-Mory)
14 Rue Jean Jaurès / Moimont (Marly-la-Ville)
16 Route de Sainte-Aulde (Méry-sur-Marne)
17 Octobre 1961 (Nanterre)
18 Juin (Le Mée-sur-Seine)
18 Rue du Pilier (Aubervilliers)
19 Janvier / Carrey de Bellemare (Rueil-Malmaison)
190 Rue des Chardonnerets (Roissy-en-France)
2 Décembre 1870 (Bry-sur-Marne)
2 Rue de l'Étang (Gambais)
20 Arpents / RN (Le Mesnil-Amelot)
20 Rue Panserot (Lardy)
21ème Siècle (Gonesse)
22 Arpents (Moussy-le-Neuf)
227 Avenue des Nations / 89 Rue des Chardonnerets (Tremblay-en-France)
230 Rue de la Belle Etoile (Roissy-en-France)
277 Rue de la Belle Etoile (Roissy-en-France)
2ème Avenue (Roissy-en-Brie)
3 Buttes (Carrières-sur-Seine)
3 Cèdres (Carrières-sous-Poissy)
3 Chênes (Yerres) (Brunoy)
3 Poiriers (Barbizon)
3 Seigneurs (Rambouillet)
3 Tours (Carrières sous Poissy) (Carrières-sous-Poissy)
33 Rue des Chardonnerets (Tremblay-en-France)
374 Rue Paul Doumer (Triel-sur-Seine)
3ème Avenue (Roissy-en-Brie)
4 Chemins (Noyen-sur-Seine)
4 Chemins (Saint-Germain-en-Laye)
4 Routes (Corbreuse)
4 Septembre (Igny)
40 Arpents (Guyancourt)
40 sous / Route d'Orgeval (Orgeval)
402 Rue Paul Doumer (Triel-sur-Seine)
42ème de Ligne (Champigny-sur-Marne) (Joinville-le-Pont)
